"unitid","institution name","year","C2020_A.First or Second Major","C2020_A.CIP Code -  2020 Classification","CipTitle","C2020_A.Award Level code","C2020_A.Grand total","IDX_C"
"386472","Herzing University-Orlando","2020","First major","'51.3999'","Practical Nursing, Vocational Nursing and Nursing Assistants, Other","Certificates of at least 1 but less than 2 years","30","-2"
"386472","Herzing University-Orlando","2020","First major","'52.0201'","Business Administration and Management, General","Associate's degree","0","-2"
"386472","Herzing University-Orlando","2020","First major","'52.0201'","Business Administration and Management, General","Bachelor's degree","4","-2"
"386472","Herzing University-Orlando","2020","First major","'52.0205'","Operations Management and Supervision","Bachelor's degree","0","-2"
"386472","Herzing University-Orlando","2020","First major","'52.0299'","Business Administration, Management and Operations, Other","Master's degree","3","-2"
"386472","Herzing University-Orlando","2020","First major","'52.0299'","Business Administration, Management and Operations, Other","Post-master's certificate","0","-2"
"386472","Herzing University-Orlando","2020","First major","'52.0301'","Accounting","Associate's degree","0","-2"
"386472","Herzing University-Orlando","2020","First major","'52.0301'","Accounting","Bachelor's degree","0","-2"
"386472","Herzing University-Orlando","2020","First major","'52.0302'","Accounting Technology/Technician and Bookkeeping","Certificates of at least 1 but less than 2 years","1","-2"
"387925","Cortiva Institute","2020","First major","'12.0409'","Aesthetician/Esthetician and Skin Care Specialist","Certificates of less than 1 year","8","-2"
"387925","Cortiva Institute","2020","First major","'12.0409'","Aesthetician/Esthetician and Skin Care Specialist","Certificates of less than 12 weeks","8","-2"
"387925","Cortiva Institute","2020","First major","'12.0499'","Cosmetology and Related Personal Grooming Arts, Other","Certificates of less than 1 year","13","-2"
"387925","Cortiva Institute","2020","First major","'12.0499'","Cosmetology and Related Personal Grooming Arts, Other","Certificates of at least 1 but less than 2 years","18","-2"
"387925","Cortiva Institute","2020","First major","'12.0499'","Cosmetology and Related Personal Grooming Arts, Other","Certificates of at least 12 weeks but less than 1 year","13","-2"
"387925","Cortiva Institute","2020","First major","'51.3501'","Massage Therapy/Therapeutic Massage","Certificates of less than 1 year","37","-2"
"387925","Cortiva Institute","2020","First major","'51.3501'","Massage Therapy/Therapeutic Massage","Certificates of at least 12 weeks but less than 1 year","37","-2"
"404338","Schiller International University","2020","First major","'45.0901'","International Relations and Affairs","Bachelor's degree","1","-2"
"404338","Schiller International University","2020","First major","'45.0901'","International Relations and Affairs","Master's degree","4","-2"
"404338","Schiller International University","2020","First major","'52.0201'","Business Administration and Management, General","Master's degree","5","-2"
"404338","Schiller International University","2020","First major","'52.0901'","Hospitality Administration/Management, General","Associate's degree","0","-2"
"404338","Schiller International University","2020","First major","'52.0901'","Hospitality Administration/Management, General","Bachelor's degree","0","-2"
"404338","Schiller International University","2020","First major","'52.0901'","Hospitality Administration/Management, General","Master's degree","1","-2"
"404338","Schiller International University","2020","First major","'52.1101'","International Business/Trade/Commerce","Associate's degree","1","-2"
"404338","Schiller International University","2020","First major","'52.1101'","International Business/Trade/Commerce","Bachelor's degree","3","-2"
"404338","Schiller International University","2020","First major","'52.1101'","International Business/Trade/Commerce","Master's degree","1","-2"
"404338","Schiller International University","2020","First major","'52.1201'","Management Information Systems, General","Master's degree","3","-2"
"406024","Galen College of Nursing-Tampa Bay","2020","First major","'51.3801'","Registered Nursing/Registered Nurse","Associate's degree","512","-2"
"406024","Galen College of Nursing-Tampa Bay","2020","First major","'51.3801'","Registered Nursing/Registered Nurse","Bachelor's degree","0","-2"
"406024","Galen College of Nursing-Tampa Bay","2020","First major","'51.3901'","Licensed Practical/Vocational Nurse Training","Certificates of at least 1 but less than 2 years","50","-2"
"406149","Sarasota School of Massage Therapy","2020","First major","'51.3501'","Massage Therapy/Therapeutic Massage","Certificates of less than 1 year","48","-2"
"406149","Sarasota School of Massage Therapy","2020","First major","'51.3501'","Massage Therapy/Therapeutic Massage","Certificates of at least 12 weeks but less than 1 year","48","-2"
"408844","Florida National University-Main Campus","2020","First major","'09.0702'","Digital Communication and Media/Multimedia","Associate's degree","0","-2"
"408844","Florida National University-Main Campus","2020","First major","'11.0103'","Information Technology","Associate's degree","0","-2"
"408844","Florida National University-Main Campus","2020","First major","'11.0801'","Web Page, Digital/Multimedia and Information Resources Design","Associate's degree","0","-2"
"408844","Florida National University-Main Campus","2020","First major","'11.1001'","Network and System Administration/Administrator","Associate's degree","13","-2"
"408844","Florida National University-Main Campus","2020","First major","'11.1006'","Computer Support Specialist","Certificates of at least 1 but less than 2 years","0","-2"
"408844","Florida National University-Main Campus","2020","First major","'13.0101'","Education, General","Associate's degree","6","-2"
"408844","Florida National University-Main Campus","2020","First major","'22.0000'","Legal Studies","Bachelor's degree","2","-2"
"408844","Florida National University-Main Campus","2020","First major","'22.0001'","Pre-Law Studies","Associate's degree","9","-2"
"408844","Florida National University-Main Campus","2020","First major","'22.0301'","Legal Administrative Assistant/Secretary","Certificates of at least 1 but less than 2 years","0","-2"
"408844","Florida National University-Main Campus","2020","First major","'24.0101'","Liberal Arts and Sciences/Liberal Studies","Bachelor's degree","14","-2"
"408844","Florida National University-Main Campus","2020","First major","'24.0199'","Liberal Arts and Sciences, General Studies and Humanities, Other","Associate's degree","2","-2"
"408844","Florida National University-Main Campus","2020","First major","'42.0101'","Psychology, General","Bachelor's degree","18","-2"
"408844","Florida National University-Main Campus","2020","First major","'43.0103'","Criminal Justice/Law Enforcement Administration","Bachelor's degree","8","-2"
"408844","Florida National University-Main Campus","2020","First major","'43.0104'","Criminal Justice/Safety Studies","Associate's degree","14","-2"
"408844","Florida National University-Main Campus","2020","First major","'44.0401'","Public Administration","Associate's degree","0","-2"
"408844","Florida National University-Main Campus","2020","First major","'51.0000'","Health Services/Allied Health/Health Sciences, General","Certificates of less than 1 year","15","-2"
"408844","Florida National University-Main Campus","2020","First major","'51.0000'","Health Services/Allied Health/Health Sciences, General","Certificates of at least 12 weeks but less than 1 year","15","-2"
"408844","Florida National University-Main Campus","2020","First major","'51.0601'","Dental Assisting/Assistant","Certificates of less than 1 year","42","-2"
"408844","Florida National University-Main Campus","2020","First major","'51.0601'","Dental Assisting/Assistant","Certificates of at least 12 weeks but less than 1 year","42","-2"
"408844","Florida National University-Main Campus","2020","First major","'51.0602'","Dental Hygiene/Hygienist","Associate's degree","0","-2"
"408844","Florida National University-Main Campus","2020","First major","'51.0603'","Dental Laboratory Technology/Technician","Certificates of at least 1 but less than 2 years","18","-2"
"408844","Florida National University-Main Campus","2020","First major","'51.0603'","Dental Laboratory Technology/Technician","Associate's degree","7","-2"
"408844","Florida National University-Main Campus","2020","First major","'51.0699'","Dental Services and Allied Professions, Other","Certificates of less than 1 year","21","-2"
"408844","Florida National University-Main Campus","2020","First major","'51.0699'","Dental Services and Allied Professions, Other","Certificates of at least 12 weeks but less than 1 year","21","-2"
"408844","Florida National University-Main Campus","2020","First major","'51.0710'","Medical Office Assistant/Specialist","Certificates of at least 1 but less than 2 years","0","-2"
"408844","Florida National University-Main Campus","2020","First major","'51.0716'","Medical Administrative/Executive Assistant and Medical Secretary","Certificates of at least 1 but less than 2 years","0","-2"
"408844","Florida National University-Main Campus","2020","First major","'51.0801'","Medical/Clinical Assistant","Associate's degree","2","-2"
"408844","Florida National University-Main Campus","2020","First major","'51.0806'","Physical Therapy Assistant","Associate's degree","3","-2"
"408844","Florida National University-Main Campus","2020","First major","'51.0908'","Respiratory Care Therapy/Therapist","Associate's degree","18","-2"
"408844","Florida National University-Main Campus","2020","First major","'51.0908'","Respiratory Care Therapy/Therapist","Bachelor's degree","2","-2"
"408844","Florida National University-Main Campus","2020","First major","'51.0910'","Diagnostic Medical Sonography/Sonographer and Ultrasound Technician","Associate's degree","13","-2"
"408844","Florida National University-Main Campus","2020","First major","'51.0911'","Radiologic Technology/Science - Radiographer","Certificates of at least 1 but less than 2 years","0","-2"
